designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184121.20+080546.0,280.3383481,8.0961341,0.0723,0.0741,-0.0156,39.0193534,5.9106897,281.9765006,31.1066127,2928.288,3420.022,14.339,0.031,34.9,5.82E+00,14.644,0.059,18.4,1.55E+00,12.612,null,-0.4,9.78E-01,9.148,null,-3.1,9.85E-01,2.71E+00,1,0,0,0,0,0,0,280.3383229,8.0961128,0.0923,0.0937,-0.0143,-655,175,-551,185,5.79E+00,1.53E+00,9.78E-01,9.85E-01,2.69E+00,1N000,dDd0,1,5nnn,AAUU,3,11,30,30,26,30,0,17,0,17,29.574,29.657,16.927,16.804,965930870,0.522,11.8,1,15.706,0.082,15.157,0.09,15.082,0.171,-1.261857143,-0.009,-2.0284,-3.6049,-0.268
J184137.94+081528.8,280.4080845,8.2580201,0.1284,0.1296,-0.0287,39.1959468,5.9215498,282.0727459,31.2621514,2747.244,3843.718,14.955,0.049,22.1,1.45E+00,15.166,0.106,10.2,1.05E+00,12.417,null,0.5,1.06E+00,8.934,null,-0.2,1.23E+00,1.21E+00,2,0,0,0,0,0,0,280.4080413,8.2579801,0.1449,0.1457,-0.0288,-270,330,168,331,1.46E+00,1.06E+00,1.06E+00,1.23E+00,1.22E+00,2Y020,0,0,31nn,AAUU,3,11,26,29,11,29,0,15,0,15,30.531,30.64,15.981,15.835,965932122,0.337,102.4,1,15.802,0.083,15.237,0.103,14.763,0.125,1.282571429,-0.334,-1.9965,-3.272,0.449
J184110.94+080845.6,280.2956168,8.1460182,0.0868,0.0894,-0.0166,39.045122,5.9708648,281.9321014,31.1598445,3038.926,3550.713,14.658,0.035,31,2.21E+00,15.266,0.096,11.3,1.25E+00,12.63,null,-0.5,8.24E-01,9.278,null,-0.8,1.04E+00,1.45E+00,1,0,0,0,0,0,0,280.2956122,8.1460195,0.1014,0.1042,-0.0171,-108,211,25,227,2.21E+00,1.25E+00,8.24E-01,1.04E+00,1.45E+00,1N000,0,0,10nn,AAUU,3,11,28,28,12,29,0,15,0,16,31.297,31.549,16.012,15.885,965931244,0.126,3.6,1,15.856,0.096,15.365,0.133,14.31,null,1.791,-0.419,-1.8866,-3.203,0.336
J184051.90+081511.9,280.2162676,8.2533261,0.1525,0.1578,-0.0323,39.1062072,6.0891567,281.8509734,31.2732877,3244.252,3831.847,15.002,0.056,19.3,1.23E+00,15.954,0.181,6,1.28E+00,12.218,0.354,3.1,9.35E-01,8.428,null,1.5,8.34E-01,1.13E+00,1,0,0,0,0,0,0,280.2162663,8.2533196,0.2083,0.2099,-0.0293,-37,367,-133,381,1.23E+00,1.28E+00,9.35E-01,8.34E-01,1.13E+00,3N000,0O00,0,1nnn,ABBU,7,11,29,29,6,29,1,15,0,15,29.396,29.003,14.992,14.937,1059004103,0.252,-95,1,15.921,0.1,15.471,0.127,15.14,0.162,1.094571429,-0.982,-1.5477,-2.5339,1.436
J184135.76+080902.2,280.3990272,8.1506196,0.0768,0.0801,-0.0123,39.0953893,5.881421,282.0517552,31.1558832,2770.907,3562.556,14.552,0.032,34,1.45E+00,14.574,0.075,14.6,1.09E+00,11.696,0.219,5,1.01E+00,7.989,0.228,4.8,1.21E+00,1.21E+00,3,0,0,0,0,0,0,280.3990256,8.1506402,0.2131,0.1772,-0.0576,-26,388,385,337,1.44E+00,1.09E+00,1.01E+00,1.21E+00,1.21E+00,1N000,ddHH,0,10nn,AABB,15,11,28,28,24,28,1,16,2,16,28.924,28.901,15.968,15.857,965931278,0.189,67.1,1,15.693,0.068,14.95,0.082,14.555,0.09,2.981571429,0.074,-1.386,-2.251,0.578
J184057.75+081014.0,280.2406287,8.1705733,0.0619,0.0636,-0.0102,39.0426686,6.0305288,281.8710803,31.188826,3181.369,3615.134,14.266,0.027,40.6,1.76E+00,14.534,0.048,22.7,1.21E+00,12.498,null,-1.6,9.13E-01,9.002,null,-1.7,1.09E+00,1.32E+00,1,0,0,0,0,0,0,280.2406199,8.1705841,0.0659,0.0672,-0.0128,-494,144,551,155,1.72E+00,1.21E+00,9.12E-01,1.09E+00,1.31E+00,1N000,0h00,0,22nn,AAUU,3,11,28,28,26,28,0,14,0,14,28.592,28.627,14.93,14.789,1059003373,0.27,-87.9,1,14.946,0.048,14.392,0.053,14.196,0.061,3.611428571,0.76,-2.1126,-3.433,-0.264
J184137.37+080825.0,280.4057408,8.1402927,0.0442,0.0436,-0.0037,39.089105,5.8708506,282.0584807,31.145035,2753.525,3535.509,12.898,0.023,46.3,1.63E+00,12.925,0.026,42.2,1.42E+00,12.493,0.413,2.6,9.20E-01,9.196,0.528,2.1,1.49E+00,1.41E+00,1,0,0,0,0,0,0,280.4057382,8.1402964,0.0512,0.0494,-0.0042,-58,70,126,73,1.62E+00,1.42E+00,9.20E-01,1.49E+00,1.41E+00,1N000,hhDH,0,21nn,AACC,15,11,29,29,29,29,0,16,0,16,28.619,28.752,15.946,15.901,965931206,0.148,63.6,1,14.164,0.033,13.409,0.021,13.01,0.033,4.555714286,2.503,-1.5953,-3.068,-1.868
J184144.20+081105.5,280.4342004,8.1848833,0.0563,0.0569,-0.0055,39.1418696,5.8656608,282.0956686,31.1870991,2679.694,3652.205,13.419,0.028,38.6,3.71E+00,13.27,0.033,32.7,1.82E+00,11.749,0.226,4.8,1.12E+00,7.892,0.186,5.8,2.33E+00,2.40E+00,1,0,0,0,0,0,0,280.4342055,8.1848811,0.0956,0.089,0.0293,119,130,-69,128,3.70E+00,1.82E+00,1.12E+00,2.33E+00,2.40E+00,1N000,hhDd,1,55nn,AABB,15,11,30,30,30,30,1,16,1,16,29.496,29.594,15.937,15.864,965990786,0.127,175.8,1,14.444,0.04,13.845,0.021,13.677,0.067,1.379714286,1.149,-1.516,-3.172,-0.779
J184104.72+080341.9,280.2697076,8.0616655,0.1032,0.1088,-0.0238,38.9577472,5.9559862,281.8940702,31.0779099,3106.297,3329.933,14.191,0.047,23.1,2.19E+00,14.297,0.055,19.7,1.04E+00,12.236,null,1,9.25E-01,8.989,null,-0.9,1.06E+00,1.40E+00,1,0,0,0,0,0,0,280.2697045,8.0616728,0.1083,0.1146,-0.0218,-92,166,201,178,2.19E+00,1.04E+00,9.25E-01,1.06E+00,1.40E+00,1N000,0,0,00nn,AAUU,3,11,29,29,29,29,0,16,0,16,29.342,29.677,15.969,14.968,1059002460,0.582,-141.5,1,15.282,0.065,14.488,0.069,14.406,0.077,0.680428571,0.633,-1.7998,-3.238,-0.239
J184114.77+081210.0,280.3115797,8.2027902,0.0869,0.0885,-0.018,39.103271,5.9821815,281.9560267,31.2151057,2997.42,3699.309,14.439,0.036,30.1,1.40E+00,14.719,0.065,16.6,1.20E+00,12.666,null,-1.5,9.78E-01,8.97,null,0.3,1.02E+00,1.19E+00,1,0,0,0,0,0,0,280.3115662,8.2028056,0.1037,0.1,-0.0115,-416,192,415,196,1.38E+00,1.20E+00,9.78E-01,1.02E+00,1.19E+00,1N001,0h00,0,00nn,AAUU,3,11,30,30,19,30,0,15,0,16,30.357,30.694,16.724,16.537,965931665,0.152,-72.4,1,15.028,0.063,14.544,0.058,14.678,0.122,2.474428571,0.161,-2.1656,-2.956,-0.247
J184138.18+080541.2,280.4090888,8.0947819,0.0502,0.0498,-0.0051,39.0497058,5.8474818,282.0578764,31.0994066,2744.927,3416.353,13.532,0.024,44.8,1.85E+00,13.725,0.032,34.2,1.53E+00,12.604,null,-1.9,9.74E-01,9.326,null,-1.3,1.01E+00,1.44E+00,1,0,0,0,0,0,0,280.4090895,8.0947848,0.0529,0.0531,-0.0034,19,89,109,96,1.85E+00,1.53E+00,9.74E-01,1.01E+00,1.44E+00,2N000,0h00,0,10nn,AAUU,3,11,29,29,29,29,0,16,0,16,28.636,28.637,15.901,15.933,965930858,0.36,64.5,1,14.518,0.043,13.916,0.058,13.71,0.053,4.117428571,1.591,-2.2118,-3.273,-1.179
J184040.21+080459.8,280.1675519,8.0832932,0.039,0.0364,-0.0042,38.9316086,6.0560962,281.7784407,31.1077989,3371.036,3386.836,11.012,0.022,48.3,2.49E+00,11.12,0.021,52.6,1.54E+00,10.957,0.128,8.5,8.90E-01,8.655,null,1.1,9.84E-01,1.63E+00,1,0,0,0,0,0,0,280.1675517,8.0832956,0.043,0.041,-0.0006,-10,43,82,43,2.47E+00,1.55E+00,8.90E-01,9.84E-01,1.63E+00,1N000,0h00,0,00nn,AABU,7,11,30,30,30,30,6,16,0,16,29.552,29.74,15.937,15.859,508013744,0.192,-8.4,1,11.971,0.023,11.288,0.025,11.14,0.025,3.977428571,3.419,-0.8279,-2.7635,-2.137
J184044.04+081316.1,280.1835277,8.2211398,0.0564,0.0517,0.006,39.0626708,6.1037109,281.8100951,31.2438809,3329.185,3747.677,12.911,0.026,41.3,1.86E+00,13.015,0.031,34.5,1.23E+00,12.457,null,0,9.23E-01,8.471,null,0.9,8.69E-01,1.33E+00,2,1,0,0,0,0,0,280.1835836,8.2211548,0.0548,0.0501,-0.0032,-233,71,194,70,5.57E+00,1.60E+00,9.25E-01,8.69E-01,2.68E+00,1N022,0,0,nnnn,AAUU,3,11,28,28,28,28,1,14,0,14,28.944,29.356,14.942,14.812,1059003833,0.11,-68.5,1,13.861,0.035,13.178,0.038,13.013,0.038,3.608428571,1.924,-1.9231,-2.6889,-1.742
J184042.95+080929.3,280.1789977,8.1581636,0.0644,0.0634,-0.014,39.0040265,6.0795102,281.7988165,31.1814865,3341.127,3582.817,13.764,0.029,38,2.32E+00,13.99,0.045,24.4,1.24E+00,12.417,null,-0.1,8.31E-01,9.072,null,-1,9.91E-01,1.50E+00,1,0,0,0,0,0,0,280.1789986,8.1581676,0.067,0.0658,-0.0157,75,110,208,115,2.31E+00,1.24E+00,8.31E-01,9.91E-01,1.50E+00,1N000,0h00,0,11nn,AAUU,3,11,28,28,28,28,0,14,0,14,27.918,28.766,14.377,14.513,1059003282,0.474,74.8,1,14.295,0.029,13.844,0.04,13.809,0.051,2.68,0.898,-1.8439,-3.1914,-0.727
J184045.50+080254.5,280.1895967,8.0484993,0.147,0.1558,-0.0338,38.9101657,6.0209919,281.8005074,31.0713308,3314.004,3295.677,14.914,0.056,19.5,1.01E+00,15.752,0.176,6.2,9.15E-01,12.693,null,-1.8,9.58E-01,9.135,null,-0.3,9.89E-01,9.63E-01,1,0,0,0,0,0,0,280.1896083,8.0485205,0.1532,0.1614,-0.0381,431,290,813,308,9.95E-01,9.15E-01,9.58E-01,9.89E-01,9.59E-01,1N000,0,0,1nnn,ABUU,3,11,28,29,3,29,0,15,0,15,28.842,29.286,15.033,15.732,1059002345,0.617,-128.3,1,15.655,0.083,15.18,0.125,14.777,null,1.348142857,-0.5947,-2.1833,-3.0489,0.759
J184032.62+080721.1,280.135932,8.1225328,0.1494,0.16,-0.0261,38.9527836,6.1016631,281.7457481,31.1494707,3452.86,3489.667,14.8,0.061,17.9,1.38E+00,15.088,0.097,11.2,1.02E+00,12.706,null,0,8.63E-01,9.056,null,-0.5,1.02E+00,1.11E+00,1,0,0,0,0,0,0,280.1359263,8.1225168,0.2256,0.2275,-0.0348,-151,358,-416,362,1.37E+00,1.02E+00,8.63E-01,1.02E+00,1.11E+00,1N000,hh00,0,10nn,AAUU,3,11,26,27,13,27,0,14,0,14,27.712,27.727,14.804,14.828,508013435,0.375,92.6,1,15.473,0.054,15.062,0.088,15.057,0.122,0.751571429,-0.196,-1.8629,-3.122,0.082
J184041.20+080935.0,280.1716871,8.1597353,0.114,0.1188,-0.0233,39.0021794,6.0866841,281.7905372,31.1836473,3360.068,3586.954,14.514,0.047,23.3,2.11E+00,14.734,0.076,14.2,1.01E+00,12.409,null,0.1,1.08E+00,8.668,null,0.9,9.06E-01,1.36E+00,1,0,0.002,0,0,0,9000,280.1716805,8.1597571,0.1455,0.1426,-0.0135,-162,243,623,246,2.09E+00,1.01E+00,1.08E+00,9.06E-01,1.35E+00,1N000,0h00,0,10nn,AAUU,3,11,27,27,22,27,0,14,0,14,28.522,28.657,14.946,14.803,508013105,0.31,59.5,1,15.071,0.054,14.624,0.072,14.642,0.092,0.795,0.115,-2.0625,-2.7257,0.025
J184038.57+075904.5,280.1607171,7.9845888,0.0781,0.0869,-0.0067,38.8398288,6.0179124,281.7611253,31.0099811,3389.079,3128.44,14.011,0.035,31.2,1.61E+00,14.365,0.062,17.4,1.07E+00,12.071,null,0.9,7.97E-01,8.681,null,0.8,1.01E+00,1.18E+00,2,1,0,0,0,0,0,280.1607229,7.9846006,0.0809,0.0854,-0.0027,125,125,480,137,2.57E+00,1.09E+00,7.98E-01,1.01E+00,1.50E+00,3N002,0,0,nnnn,AAUU,3,11,30,30,29,30,0,17,0,17,29.621,29.698,16.989,16.922,508014629,0.175,17.7,1,15.211,0.051,14.39,0.056,14.301,0.065,2.419571429,0.373,-1.6848,-2.85,-0.006
J184035.00+080130.0,280.1458555,8.025009,0.1436,0.1513,-0.0249,38.8695312,6.0491836,281.7478683,31.05147,3427.473,3234.311,15.055,0.056,19.3,1.70E+00,15.261,0.115,9.4,9.19E-01,12.64,null,-0.6,8.80E-01,9.052,null,-0.9,1.01E+00,1.18E+00,1,0,0,0,0,0,0,280.1458626,8.0250276,0.1828,0.1924,-0.0164,175,343,464,368,1.70E+00,9.17E-01,8.80E-01,1.01E+00,1.17E+00,1N000,0,0,2nnn,ABUU,3,11,27,27,9,27,0,15,0,15,29.047,29.09,16.467,16.916,508014255,0.151,48.1,1,15.401,0.05,14.775,0.064,14.745,0.092,0.625571429,-0.2788,-1.9551,-3.189,0.321
J184130.79+075632.4,280.3783286,7.9423528,0.1012,0.1065,-0.0173,38.8990278,5.8063412,282.0075611,30.9500637,2824.95,3017.331,14.124,0.046,23.4,1.27E+00,14.196,0.059,18.5,9.31E-01,12.324,null,0.8,1.04E+00,9.054,null,-0.3,1.01E+00,1.07E+00,1,0,0,0,0,0,0,280.3783232,7.9423451,0.1052,0.1107,-0.0167,-128,156,-244,169,1.27E+00,9.28E-01,1.04E+00,1.01E+00,1.07E+00,3N001,0,0,10nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.751,30.167,15.945,15.691,965929628,0.055,155.3,1,14.976,0.048,14.35,0.053,14.228,0.08,1.646285714,0.6188,-1.935,-3.067,-0.428
J184100.91+080110.9,280.2538257,8.0196994,0.0882,0.0933,-0.0155,38.9129427,5.9512309,281.8717235,31.0373885,3147.58,3220.102,14.487,0.042,25.8,2.01E+00,14.239,0.049,22.1,1.05E+00,12.713,null,-2.3,9.53E-01,8.896,null,0.4,8.84E-01,1.32E+00,1,0,0,0,0,0,0,280.253831,8.019703,0.0958,0.1029,-0.0104,240,181,176,203,2.01E+00,1.05E+00,9.53E-01,8.84E-01,1.32E+00,1N000,0,0,20nn,AAUU,3,11,28,28,28,28,0,14,0,14,28.953,29.193,16.008,15.973,1059002087,0.357,162.4,1,15.611,0.078,14.792,0.084,14.828,0.113,1.244142857,0.86,-2.2403,-2.8041,-0.774
J184140.59+080226.1,280.4191299,8.0406103,0.0529,0.0525,-0.0017,39.005517,5.814302,282.0641332,31.0445916,2718.99,3274.512,13.316,0.026,42.3,1.99E+00,13.565,0.036,30.4,1.78E+00,12.183,null,1,9.78E-01,8.747,0.397,2.7,1.16E+00,1.63E+00,1,0,0,0.001,0,0,0,280.4191395,8.040614,0.0563,0.0561,0.0064,154,71,61,75,1.99E+00,1.77E+00,9.78E-01,1.16E+00,1.63E+00,3Y000,hhHH,0,00nn,AAUC,11,11,27,27,27,27,0,14,0,15,28.027,28.088,15.546,16.289,965991874,0.179,-4.4,1,14.212,0.035,13.532,0.021,13.297,0.039,3.623285714,0.962,-1.8534,-2.615,-0.918
J184053.51+075936.2,280.2229614,7.9934114,0.1082,0.112,-0.0289,38.8755408,5.9667665,281.8336482,31.0137118,3227.672,3151.358,15.367,0.041,26.3,2.95E+00,15.5,0.094,11.6,1.26E+00,12.761,null,-1.1,9.58E-01,9.206,null,-0.4,9.42E-01,1.68E+00,2,1,0,0,0,0,0,280.2229509,7.9934392,0.124,0.1311,-0.0254,-206,322,659,350,4.52E+00,1.42E+00,9.58E-01,9.45E-01,2.24E+00,1N001,0h00,0,nnnn,AAUU,3,11,27,30,12,30,0,17,0,17,29.58,29.649,16.985,16.766,1059001880,0.626,145,1,15.723,0.074,15.266,0.126,15.114,0.142,0.383571429,-0.402,-2.0951,-3.0219,0.439
J184127.75+075701.7,280.3656321,7.950493,0.1374,0.148,-0.034,38.9006709,5.8212311,281.993742,30.9592256,2857.857,3038.666,15.296,0.054,20,2.65E+00,15.785,0.181,6,9.68E-01,12.595,null,-4.4,9.37E-01,9.246,null,-4.2,1.04E+00,1.52E+00,1,0,0,0,0,0,0,280.3656201,7.9505085,0.1506,0.1631,-0.0376,-499,336,590,370,2.64E+00,9.69E-01,9.37E-01,1.04E+00,1.52E+00,2N001,0,0,2nnn,ABUU,3,11,27,30,4,30,0,16,0,16,31.652,31.651,16.828,17.337,965929692,0.275,129,1,16.038,0.098,15.24,0.11,15.137,0.175,-0.220428571,-0.6675,-2.4866,-3.877,0.89
J184107.10+080018.5,280.2795982,8.0051535,0.0856,0.0884,-0.0045,38.9113738,5.9218973,281.8999996,31.020781,3080.802,3181.956,14.295,0.037,29.4,2.30E+00,14.688,0.068,16,9.74E-01,12.778,null,-0.3,9.14E-01,9.135,null,-1,9.45E-01,1.38E+00,1,0,0,0,0,0,0,280.279606,8.0051661,0.0892,0.0935,-0.0041,218,157,384,173,2.29E+00,9.73E-01,9.14E-01,9.45E-01,1.38E+00,2N001,0,0,31nn,AAUU,3,11,30,30,26,30,0,17,0,16,30.462,31.157,16.892,15.965,1059001967,0.452,-160.6,1,15.563,0.074,14.916,0.093,14.722,0.105,1.473428571,0.3265,-1.9515,-3.1448,-0.39
J184151.95+075813.3,280.4664904,7.9703758,0.0808,0.0951,-0.0453,38.9635713,5.74088,282.1117644,30.9706609,2596.306,3090.564,13.555,0.042,25.6,2.39E+00,13.516,0.045,24,1.12E+00,12.462,null,-0.9,9.85E-01,8.772,null,-0.4,9.32E-01,1.49E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,AAUU,3,11,29,29,29,29,0,14,0,15,30.997,31.5,15.945,16.557,965992456,0.555,-175.8,1,14.263,0.041,14.068,0.075,13.82,0.059,0.842571429,0.982,-2.0973,-3.0123,-1.246
J184131.17+080152.2,280.379894,8.0311908,0.0699,0.0714,-0.0088,38.9795396,5.8448018,282.0180271,31.0384611,2820.723,3249.916,13.399,0.034,32.2,1.59E+00,13.562,0.041,26.5,1.04E+00,12.526,null,0.4,1.11E+00,8.978,null,-0.8,9.60E-01,1.23E+00,1,0,0,0,0,0.007,0,280.3798955,8.0311935,0.0715,0.0731,-0.0094,72,96,118,104,1.58E+00,1.04E+00,1.11E+00,9.60E-01,1.22E+00,1N000,dd00,0,10nn,AAUU,3,11,27,27,27,27,0,13,0,13,28.81,29.624,15.885,15.86,965930336,0.004,0,1,14.715,0.043,13.926,0.047,13.621,0.057,2.584428571,1.307,-2.062,-3.1203,-1.264
J184139.29+075921.6,280.4137306,7.9893451,0.0583,0.0593,-0.0033,38.9570513,5.796086,282.0528964,30.9939559,2733.073,3140.303,13.259,0.029,37.9,1.05E+01,13.323,0.036,30.3,2.09E+00,12.149,0.364,3,9.60E-01,9.038,null,0.3,8.53E-01,4.41E+00,2,0,0,0,0,0,0,280.4137288,7.9893416,0.064,0.063,-0.0117,-70,87,-85,90,1.05E+01,2.09E+00,9.60E-01,8.53E-01,4.41E+00,1N000,00O0,1,30nn,AACU,7,11,29,29,29,29,1,15,0,16,28.682,28.633,15.418,15.872,965992300,1.14,126.7,1,13.913,0.032,13.847,0.043,13.668,0.062,-5.514285714,0.64,-1.5848,-2.7927,-1.126
J184108.53+075842.4,280.2855772,7.9784599,0.0787,0.0801,-0.0131,38.8900553,5.904636,281.9043039,30.9936886,3065.367,3112.055,14.018,0.034,32.1,1.41E+00,14.443,0.065,16.7,1.20E+00,12.621,null,-1.6,9.74E-01,8.68,null,0.6,7.63E-01,1.15E+00,1,0,0,0,0,0,0,280.2855793,7.9784641,0.0828,0.0845,-0.0134,50,138,129,150,1.41E+00,1.20E+00,9.74E-01,7.63E-01,1.15E+00,1N000,0,0,00nn,AAUU,3,11,29,29,26,29,0,16,0,16,29.65,30.117,16.961,17.065,1059001744,0.171,-42.3,1,14.916,0.035,14.187,0.051,14.02,0.056,2.743142857,0.173,-2.1743,-2.6427,-0.478
J184123.18+080215.6,280.3466078,8.0376917,0.304,0.3343,-0.0652,38.9705229,5.8771767,281.9803262,31.047692,2907.003,3266.998,18.459,null,-3.8,3.52E+00,17.326,null,-9.8,1.55E+00,11.184,0.151,7.2,1.07E+00,8.406,null,1.8,8.25E-01,2.11E+00,2,0,0,0,0,0,0,280.3466166,8.0376881,0.2969,0.3243,-0.0574,272,874,-133,964,3.52E+00,1.55E+00,1.07E+00,8.25E-01,2.11E+00,3Y002,0O00,1,nnnn,UUBU,4,11,0,29,0,29,6,16,0,16,29.752,29.746,17.023,18.014,null,null,null,0,null,null,null,null,null,null,-4.488428571,-2.83,-1.173,-2.4646,3.842
J184136.96+075731.6,280.4040108,7.9587926,0.0929,0.0953,-0.0198,38.925265,5.7909835,282.0387214,30.9643178,2758.327,3060.328,14.736,0.039,28.2,1.77E+00,14.96,0.084,13,1.02E+00,12.78,null,-0.8,1.03E+00,8.618,null,0.7,8.90E-01,1.24E+00,1,0,0,0,0,0,0,280.4040118,7.9588038,0.1035,0.1067,-0.0197,24,222,303,240,1.77E+00,1.02E+00,1.03E+00,8.90E-01,1.24E+00,1N000,0h00,0,20nn,AAUU,3,11,30,30,19,30,0,16,0,16,31.533,31.748,17.447,17.396,965929767,1.87,-59.9,2,16.066,0.129,14.824,null,14.685,null,1.829,-0.016,-2.13,-2.7498,-0.12
J184145.51+075723.6,280.439648,7.9565762,0.0757,0.0778,-0.0131,38.9391888,5.7584463,282.0795181,30.9591477,2665.926,3054.471,14.45,0.034,32.2,2.07E+00,14.804,0.057,19.2,9.77E-01,12.663,null,-0.3,1.05E+00,9.103,null,-0.7,9.22E-01,1.34E+00,1,0,0,0,0,0,0,280.4396395,7.9565783,0.0838,0.0856,-0.0143,-265,169,105,185,2.06E+00,9.79E-01,1.05E+00,9.22E-01,1.34E+00,1N000,0h00,0,30nn,AAUU,3,11,29,29,24,29,0,14,0,14,30.614,30.659,15.935,16.115,965992541,0.215,25.6,1,15.084,0.056,14.679,0.043,14.627,0.114,2.102428571,0.643,-2.0895,-3.0621,-0.159
J184119.47+080026.3,280.3311614,8.0073324,0.1859,0.2018,-0.0185,38.9363488,5.8772343,281.9595863,31.0187125,2947.114,3187.546,15.159,0.072,15,1.45E+00,15.938,0.204,5.3,9.92E-01,12.193,null,1.1,9.69E-01,8.977,null,0.4,1.02E+00,1.14E+00,1,0,0,0,0,0,0,280.3311777,8.0073286,0.2253,0.2374,0.0142,295,396,-73,435,1.45E+00,9.92E-01,9.69E-01,1.02E+00,1.14E+00,1N000,0,0,1nnn,ABUU,3,11,28,32,3,32,0,18,0,18,32.494,32.392,17.918,17.855,965930162,2.363,-115.1,1,16.203,0.131,15.489,0.146,15.245,null,0.264285714,-0.7622,-1.8313,-2.938,1.445
J184045.51+075654.1,280.1896486,7.9483704,0.0447,0.0432,-0.0017,38.8201892,5.9760648,281.790973,30.9715358,3314.18,3033.529,11.542,0.024,44.6,1.48E+00,11.686,0.025,43.6,1.06E+00,11.438,0.177,6.1,1.04E+00,9.029,null,-2.1,1.12E+00,1.20E+00,1,0,0,0,0,0,0,280.1896483,7.9483739,0.045,0.0452,-0.0033,-59,47,124,49,1.47E+00,1.06E+00,1.04E+00,1.12E+00,1.20E+00,1N000,0P00,0,1nnn,AABU,7,11,28,28,28,28,3,14,0,14,32.511,32.699,17.933,17.735,1059001461,0.278,19.8,1,12.665,0.026,11.878,0.025,11.678,0.028,4.458857143,3.003,-1.2735,-3.539,-2.052
J184131.66+080135.0,280.3819307,8.0264054,0.0896,0.112,0.0233,38.9761493,5.8408531,282.0199054,31.0335238,2815.452,3237.384,13.799,0.044,24.6,2.65E+00,13.994,0.056,19.3,1.39E+00,12.235,null,0.8,1.07E+00,8.785,null,-0.8,9.62E-01,1.69E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0h00,0,nnnn,AAUU,3,11,28,28,28,28,0,14,0,14,28.84,29.561,15.338,15.503,965930311,0.382,51.1,1,14.755,0.04,13.995,0.044,13.824,0.063,0.438714286,0.239,-1.968,-3.1221,-0.541
J184102.15+080121.5,280.258991,8.0226529,0.0669,0.0726,0.0283,38.9179025,5.947983,281.8779574,31.0399091,3134.181,3227.821,13.198,0.033,32.5,1.94E+00,13.17,0.038,28.7,1.12E+00,12.593,0.516,2.1,1.00E+00,8.364,null,0.8,9.43E-01,1.35E+00,2,1,0.002,0,0,0,0,280.2591392,8.0228485,0.0557,0.0596,0.018,-143,74,226,80,5.92E+00,2.12E+00,1.00E+00,9.54E-01,3.02E+00,1N087,0,0,nnnn,AACU,7,11,28,28,28,28,0,14,0,14,28.999,29.15,15.974,15.714,1059002117,0.176,-60.5,1,13.65,0.035,13.273,0.042,13.176,0.039,2.276285714,1.448,-1.7405,-2.7832,-1.723
J184045.94+075737.7,280.1914245,7.9604932,0.0998,0.1022,-0.0708,38.8318776,5.9799272,281.7941781,30.9834734,3309.538,3065.263,13.485,0.061,17.7,2.31E+00,13.353,0.06,18.2,1.09E+00,12.264,null,-2.5,8.07E-01,8.37,null,-0.2,9.49E-01,1.42E+00,2,1,0,0,0,0,0,280.1917493,7.960185,0.0483,0.0532,-0.0217,-15,67,464,75,3.61E+00,1.25E+00,8.12E-01,9.50E-01,1.91E+00,1N163,0,0,nnnn,AAUU,3,11,29,29,29,29,0,15,0,15,30.21,30.168,15.725,16.016,1059001578,0.597,17.9,1,13.981,0.063,13.656,0.073,13.456,0.068,-0.206,0.426,-2.1196,-2.9893,-1.211
J184105.11+081310.5,280.271304,8.2195922,0.0559,0.0545,-0.0076,39.1004149,6.0253473,281.9112051,31.2351623,3101.743,3743.39,13.333,0.026,41.8,5.23E+00,13.47,0.035,30.6,1.47E+00,12.685,null,-1.1,1.02E+00,9.075,null,-0.7,1.02E+00,2.52E+00,1,0,0,0,0,0,0,280.2712991,8.2195995,0.0598,0.0567,-0.0117,-246,89,218,90,5.21E+00,1.47E+00,1.02E+00,1.02E+00,2.51E+00,1N001,0,1,21nn,AAUU,3,11,27,27,27,27,0,15,0,15,27.71,27.883,15.861,15.821,1059003823,0.361,-93.5,1,14.274,0.033,13.647,0.043,13.436,0.038,0.309857143,1.294,-2.1525,-3.162,-1.515
