designation,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,r_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J202308.13+404502.2,305.7838952,40.7506176,20h23m08.13s,40d45m02.22s,0.0589,0.0571,0.0022,13.641,0.025,43.1,9.292E+00,14.932,0.054,20.0,3.347E+00,9.921,0.201,5.4,9.189E-01,8.450,null,-2.7,6.444E+00,2,0,0.000,0.000,0.000,0.000,361,83,-136,82,00h0,1,440n,AABU,0000,51,51,21,51,18,18,6,18,305544627,1.761,15.978,0.093,14.939,0.096,14.762,0.132,110.187349,203.816072
J202312.93+404453.1,305.8038763,40.7480991,20h23m12.93s,40d44m53.16s,0.0423,0.0416,0.0062,12.959,0.023,46.3,8.152E+00,12.916,0.023,47.1,2.482E+00,11.267,null,-0.4,5.112E-01,8.954,null,-32.7,1.211E+01,1,0,0.000,0.000,0.000,0.000,26,61,-158,62,hhd0,1,65nn,AAUU,0000,52,52,52,52,0,19,0,14,305544655,0.216,13.823,0.026,13.441,0.033,13.253,0.040,110.329077,174.800138
J202302.54+404711.6,305.7605994,40.7865815,20h23m02.54s,40d47m11.69s,0.0803,0.0823,-0.0230,14.747,0.034,32.2,2.933E+00,17.259,null,-14.6,2.574E+00,9.464,0.066,16.5,2.645E+00,4.285,0.131,8.3,3.750E+00,1,0,0.000,0.000,0.000,0.000,-1004,161,-25,165,0Hh0,1,3n1n,AUAB,0000,49,52,0,52,18,21,4,22,null,null,null,null,null,null,null,null,111.713674,284.879052
J202305.77+404516.3,305.7740600,40.7545422,20h23m05.77s,40d45m16.35s,0.0439,0.0424,0.0075,11.655,0.024,45.4,2.547E+00,11.681,0.024,45.0,1.514E+00,10.245,0.325,3.3,3.251E-01,4.326,0.078,13.9,6.028E+00,1,0,0.000,0.000,0.000,0.000,-163,40,-26,40,0h00,1,2100,AABA,0000,49,49,49,49,10,18,18,18,305544597,0.232,12.381,0.023,12.011,0.023,11.829,0.020,112.236526,219.447812
J202320.53+404744.2,305.8355537,40.7956240,20h23m20.53s,40d47m44.25s,0.0998,0.1016,-0.0267,14.843,0.037,29.3,2.411E+00,16.154,null,1.7,1.401E+00,12.399,null,-7.8,1.417E+00,6.301,0.290,3.7,2.463E+01,1,0,0.000,0.000,0.000,0.000,201,200,91,206,0D00,1,3nn0,AUUB,0000,49,52,5,52,1,13,12,12,null,null,null,null,null,null,null,null,114.140104,57.555708
J202318.41+404812.2,305.8267369,40.8034113,20h23m18.42s,40d48m12.28s,0.0790,0.0811,-0.0171,13.617,0.040,26.9,2.476E+00,13.553,0.050,21.9,1.178E+00,12.471,null,-16.2,3.133E+00,5.710,0.062,17.5,8.433E+01,2,0,0.000,0.000,0.000,0.000,518,165,-365,223,0h0d,1,31n3,AAUA,0000,53,53,52,53,1,10,9,20,305544087,0.283,15.446,0.048,14.642,0.063,14.055,0.075,114.859380,39.002292
J202303.71+404537.4,305.7654706,40.7603989,20h23m03.71s,40d45m37.44s,0.0438,0.0422,0.0081,11.991,0.023,47.3,1.339E+01,12.062,0.026,42.0,3.730E+00,9.634,null,1.7,2.177E-01,3.705,0.079,13.7,3.044E+00,1,0,0.000,0.000,0.000,0.002,-341,41,-180,41,hh0d,1,99n3,AAUA,0000,50,50,50,50,1,19,19,19,305544520,0.414,14.579,0.037,13.109,0.026,12.539,0.026,115.211536,235.306268
J202322.19+404637.8,305.8424619,40.7771857,20h23m22.19s,40d46m37.87s,0.0399,0.0384,0.0086,10.548,0.023,46.8,4.275E+00,10.584,0.022,50.4,2.224E+00,10.283,0.155,7.0,7.526E-01,5.496,0.096,11.3,6.097E+00,1,0,0.000,0.000,0.000,0.000,77,38,30,38,hhh0,1,4401,AABA,0000,50,50,50,50,15,19,18,19,305544347,0.079,12.445,0.028,11.317,0.023,10.922,0.016,115.298126,92.552979
J202314.60+404450.2,305.8108728,40.7472927,20h23m14.61s,40d44m50.25s,0.0490,0.0484,-0.0061,13.338,0.027,39.6,1.839E+01,13.292,0.027,39.7,5.397E+00,12.350,null,-15.1,1.422E+00,8.689,null,-41.0,1.102E+01,1,0,0.000,0.000,0.000,0.000,63,78,153,79,hhH0,1,99nn,AAUU,0000,53,53,50,53,0,7,0,7,305544667,0.236,16.161,0.115,14.952,0.093,14.420,0.106,116.465679,165.540415
J202302.05+404616.7,305.7585670,40.7713098,20h23m02.06s,40d46m16.72s,0.0402,0.0388,0.0084,11.704,0.023,46.7,2.899E+00,11.782,0.022,48.7,2.126E+00,9.118,0.093,11.6,2.180E+00,3.307,0.045,24.4,3.076E+01,1,0,0.000,0.000,0.000,0.001,-94,37,-101,36,000d,1,2114,AAAA,0000,50,50,50,50,19,19,19,19,305544404,0.134,12.258,0.020,11.943,0.019,11.804,0.017,116.537869,256.962427
J202319.78+404759.7,305.8324399,40.7999208,20h23m19.79s,40d47m59.71s,0.1197,0.1206,-0.0370,14.463,0.056,19.4,1.639E+00,15.771,null,0.9,1.515E+00,12.373,null,-22.2,2.935E+00,8.507,null,-0.7,5.278E+01,1,0,0.000,0.000,0.000,0.000,41,223,-743,229,0H00,1,2nnn,AUUU,0000,47,52,4,52,0,4,1,8,305544138,0.575,15.850,0.086,14.999,0.087,14.412,0.101,116.607373,48.871162
J202313.63+404447.2,305.8068000,40.7464609,20h23m13.63s,40d44m47.26s,0.0535,0.0535,-0.0079,13.617,0.028,38.3,1.538E+01,13.618,0.031,35.1,3.941E+00,11.766,null,-3.7,7.612E-01,8.955,null,-43.4,1.211E+01,1,0,0.000,0.000,0.000,0.000,240,93,136,96,hdH0,1,99nn,AAUU,0000,52,53,49,53,0,17,0,8,305544678,1.027,15.466,0.056,14.582,0.061,14.291,0.090,117.158951,171.175370
J202311.83+404444.8,305.7993210,40.7457934,20h23m11.84s,40d44m44.86s,0.0444,0.0426,0.0055,12.873,0.025,44.3,1.939E+01,13.005,0.023,46.4,4.361E+00,10.949,null,-1.6,4.036E-01,8.859,null,-29.4,9.353E+00,1,0,0.000,0.000,0.000,0.000,292,63,-99,61,0hd0,1,32nn,AAUU,0000,52,52,52,52,0,19,0,14,305544683,2.267,15.429,0.048,14.062,0.042,13.509,0.048,118.200619,181.175398
J202304.70+404518.7,305.7696181,40.7552212,20h23m04.71s,40d45m18.80s,0.0911,0.0896,-0.0197,13.591,0.042,26.1,7.291E+00,13.991,0.051,21.2,1.683E+00,10.601,null,0.1,3.330E-01,4.306,0.130,8.4,1.946E+00,1,0,0.000,0.000,0.000,0.000,201,99,-90,99,dd00,1,30n1,AAUB,0000,50,50,44,50,0,19,19,19,305544590,0.461,16.143,0.100,14.632,null,14.488,null,118.544857,224.727813
J202315.47+404835.0,305.8144643,40.8097476,20h23m15.47s,40d48m35.09s,0.0583,0.0576,-0.0076,11.486,0.030,36.4,1.157E+00,11.528,0.031,35.3,1.662E+00,9.124,null,1.3,1.093E-01,3.652,null,1.9,2.455E-01,1,0,0.000,0.000,0.000,0.001,19,43,-20,43,000d,0,21nn,AAUU,0000,53,53,52,52,1,23,0,23,305544023,0.094,13.235,0.023,12.076,0.021,11.666,0.018,118.602455,19.115857
J202308.55+404451.1,305.7856384,40.7475347,20h23m08.55s,40d44m51.12s,0.0759,0.0757,-0.0241,14.176,0.030,36.2,6.086E+00,15.602,0.100,10.8,2.214E+00,9.445,0.125,8.7,1.087E+00,8.457,null,-1.3,1.007E+01,2,0,0.000,0.000,0.000,0.000,-343,108,-1262,109,00d0,1,431n,AABU,0000,51,51,18,51,18,18,4,19,305544666,1.063,16.429,null,15.660,0.141,15.300,null,118.751226,199.552044
J202321.47+404550.5,305.8394844,40.7640365,20h23m21.48s,40d45m50.53s,0.0393,0.0373,0.0080,11.577,0.023,47.7,2.105E+01,11.578,0.021,52.4,1.193E+01,10.550,null,-5.9,9.026E-01,5.578,0.216,5.0,9.301E-01,1,0,0.000,0.000,0.000,0.000,-230,42,-93,41,hhHd,1,99nn,AAUB,0000,52,52,52,52,0,0,6,20,305544488,0.302,13.876,0.017,12.571,0.016,12.058,0.018,119.254378,116.106398
J202303.00+404744.7,305.7625065,40.7957521,20h23m03.00s,40d47m44.71s,0.0483,0.0469,0.0071,12.542,0.025,42.9,1.413E+01,12.687,0.027,39.8,3.056E+00,9.558,null,-1.1,8.005E-02,4.020,null,-1.2,1.261E-01,1,0,0.000,0.000,0.000,0.000,101,53,-44,54,hhdd,1,88nn,AAUU,0000,53,53,53,53,0,4,0,1,305544179,1.031,13.843,0.025,13.387,0.029,13.111,0.033,119.855280,300.981939
J202310.11+404444.6,305.7921490,40.7457435,20h23m10.12s,40d44m44.68s,0.0434,0.0416,0.0077,11.934,0.025,44.2,1.705E+00,12.096,0.023,46.9,3.570E+00,10.190,0.295,3.7,6.075E-01,7.133,0.206,5.3,6.672E+00,1,0,0.000,0.000,0.000,0.000,28,64,46,70,0hd0,1,2303,AABB,0000,51,51,51,51,12,20,8,20,305544682,0.090,14.086,0.025,12.730,0.023,12.253,0.022,120.379110,190.523377
J202302.10+404557.4,305.7587529,40.7659534,20h23m02.10s,40d45m57.43s,0.0597,0.0579,-0.0103,11.944,0.031,35.0,1.641E+00,11.974,0.031,35.4,1.189E+00,10.103,0.356,3.1,4.303E-01,3.965,0.052,20.8,1.024E+01,2,0,0.000,0.000,0.000,0.005,17,47,189,47,000d,1,11n3,AABA,0000,50,50,50,50,5,19,19,19,305544458,0.161,12.590,0.022,12.311,0.023,12.129,0.020,121.877224,248.042057
J202322.47+404712.1,305.8436355,40.7867119,20h23m22.47s,40d47m12.16s,0.0385,0.0360,0.0082,9.489,0.023,46.5,1.869E+00,9.522,0.020,53.2,2.852E+00,9.378,0.062,17.5,7.332E-01,5.863,0.087,12.4,1.315E+01,1,0,0.000,0.000,0.000,0.001,31,32,-46,32,0dh0,1,0112,AAAA,0000,52,52,52,52,20,20,15,19,305544267,0.116,12.159,0.033,10.634,null,10.033,null,121.905058,76.160454
J202311.87+404845.6,305.7994983,40.8126867,20h23m11.88s,40d48m45.67s,0.0407,0.0391,0.0080,10.534,0.024,46.0,1.144E+01,10.599,0.022,49.7,4.601E+00,9.913,0.142,7.7,6.924E-01,3.623,0.056,19.4,2.563E+01,2,0,0.000,0.000,0.000,0.000,64,33,52,32,0hhd,1,1213,AABA,0000,53,53,53,53,15,24,24,24,305544002,0.536,13.383,0.025,11.711,0.023,11.040,0.016,122.655457,359.094135
J202320.77+404755.8,305.8365471,40.7988343,20h23m20.77s,40d47m55.80s,0.3168,0.2895,-0.1486,16.432,null,-2.0,4.470E+00,14.444,null,-5.3,1.755E+00,10.823,null,-5.8,1.640E+00,4.784,0.058,18.7,2.857E+01,1,0,0.000,0.000,0.000,0.000,0,339,0,28,0D00,1,nnn0,UUUA,0000,3,51,0,51,0,7,19,19,null,null,null,null,null,null,null,null,122.902450,53.681417
J202321.70+404742.8,305.8404420,40.7952426,20h23m21.71s,40d47m42.87s,0.0744,0.0723,-0.0161,14.465,0.029,36.9,6.315E+00,16.838,null,0.4,1.732E+00,12.578,null,-4.1,1.166E+00,4.664,0.043,25.4,2.593E+01,1,0,0.000,0.000,0.000,0.000,-181,133,491,134,DDdd,1,nnn3,AUUA,0000,48,52,2,52,0,19,19,19,305544183,0.134,16.112,0.084,15.265,0.111,14.963,null,124.926169,61.365849
J202305.84+404459.3,305.7743735,40.7498071,20h23m05.85s,40d44m59.31s,0.1214,0.1168,-0.0165,14.149,0.049,22.4,1.555E+00,15.235,0.167,6.5,1.268E+00,10.282,0.180,6.0,7.129E-01,4.724,0.074,14.7,7.761E+00,1,0,0.000,0.000,0.000,0.000,49,144,-215,146,0000,1,4n10,ABBA,0000,50,50,10,50,15,18,18,18,305544635,0.572,14.917,0.040,14.433,0.059,14.220,0.082,125.387281,214.191315
J202318.16+404457.7,305.8256813,40.7493748,20h23m18.16s,40d44m57.75s,0.0365,0.0361,0.0084,8.782,0.023,46.7,7.859E+00,8.763,0.020,53.8,1.065E+01,8.931,0.033,32.8,1.516E+00,7.257,null,-2.6,1.959E+00,1,0,0.000,0.000,0.000,0.000,-90,31,169,31,hhd0,1,992n,AAAU,0000,52,52,52,52,21,21,0,21,305544641,0.160,9.142,0.022,8.939,0.018,8.878,0.014,126.126806,146.580152
J202322.92+404614.6,305.8455266,40.7707435,20h23m22.93s,40d46m14.68s,0.0516,0.0506,0.0058,12.647,0.027,39.8,2.489E+00,12.720,0.028,38.2,2.061E+00,11.460,null,-10.3,1.475E+00,6.839,null,-1.4,1.299E+00,1,0,0.000,0.000,0.000,0.000,-62,61,-153,62,hhHd,0,42nn,AAUU,0000,51,51,51,51,0,0,0,19,305544410,0.132,15.183,0.040,13.575,0.031,12.972,0.031,126.755363,102.911751
J202302.24+404542.5,305.7593538,40.7618171,20h23m02.24s,40d45m42.54s,0.0657,0.0648,-0.0111,13.709,0.031,35.0,3.238E+00,13.728,0.042,25.6,1.321E+00,9.921,null,0.8,2.012E-01,4.360,0.062,17.5,1.261E+01,1,0,0.000,0.000,0.000,0.005,-509,88,-175,90,0h0d,1,31n3,AAUA,0000,48,49,49,49,0,19,12,19,305544510,0.680,15.026,0.051,14.279,null,14.064,null,126.755444,241.509243
J202321.13+404528.3,305.8380683,40.7578866,20h23m21.14s,40d45m28.39s,0.0408,0.0394,0.0078,9.922,0.024,46.1,3.786E+01,9.877,0.021,51.3,3.014E+01,9.814,null,0.4,1.807E-01,6.114,0.322,3.4,1.204E+00,2,0,0.000,0.000,0.000,0.000,-258,33,207,33,ddHd,1,99n0,AAUB,0000,52,52,52,52,0,21,11,21,305544565,0.506,10.835,0.022,10.288,0.019,10.189,0.016,127.379561,125.858983
J202308.10+404441.4,305.7837858,40.7448419,20h23m08.11s,40d44m41.43s,0.0903,0.0890,-0.0182,14.200,0.036,29.9,3.763E+00,14.887,0.089,12.2,1.505E+00,9.898,0.237,4.6,5.651E-01,5.774,0.160,6.8,2.187E+00,1,0,0.000,0.000,0.000,0.000,252,130,214,132,00d0,1,3101,AABB,0000,48,49,22,49,13,18,18,18,305544688,0.514,16.861,0.175,15.716,0.147,14.963,0.161,129.585934,200.223710
J202309.88+404851.1,305.7912069,40.8141950,20h23m09.89s,40d48m51.10s,0.0558,0.0556,0.0077,12.790,0.029,38.0,7.407E+00,12.930,0.032,34.4,1.684E+00,9.736,0.268,4.1,1.240E+00,3.570,0.091,11.9,3.858E+00,2,0,0.000,0.000,0.000,0.000,0,50,0,51,hhhd,1,3201,AABA,0000,54,54,54,54,13,25,25,25,305543993,1.419,14.654,null,14.393,0.061,13.996,0.089,130.399235,349.157296
J202320.88+404515.5,305.8370276,40.7543247,20h23m20.89s,40d45m15.57s,0.0437,0.0415,0.0069,10.660,0.026,42.5,2.007E+02,10.490,0.023,47.8,1.083E+02,9.856,null,-0.3,9.044E-02,6.019,0.232,4.7,2.627E+00,2,0,0.000,0.000,0.000,0.000,-330,37,-6,36,ddHd,1,nnn0,AAUB,0000,46,49,48,52,0,17,12,21,305544604,1.271,11.804,0.019,11.483,0.021,11.296,0.016,133.142797,131.052753
J202300.41+404707.6,305.7517171,40.7854446,20h23m00.41s,40d47m07.60s,0.1105,0.1096,-0.0265,13.363,0.049,22.4,1.584E+00,14.148,0.097,11.2,2.156E+00,11.297,null,0.4,7.792E-01,4.888,0.046,23.6,3.355E+01,1,0,0.000,0.000,0.000,0.000,-1014,100,574,101,P0hd,1,n3n4,AAUA,0000,53,53,32,53,1,23,22,23,305544280,0.088,13.937,0.023,13.552,0.033,13.300,0.040,134.451537,280.544752
J202302.58+404804.1,305.7607510,40.8011493,20h23m02.58s,40d48m04.14s,0.0369,0.0353,0.0082,9.582,0.023,47.1,3.034E+00,9.642,0.020,53.5,2.108E+00,11.597,null,-0.6,1.269E+00,7.754,null,-56.9,6.740E+00,1,0,0.000,0.000,0.000,0.000,31,30,106,30,hhHd,1,11nn,AAUU,0000,54,54,54,54,1,22,0,0,305544108,0.052,11.983,0.025,10.525,0.037,10.000,0.016,134.703232,307.033688
J202301.46+404744.8,305.7561209,40.7957990,20h23m01.47s,40d47m44.88s,0.0729,0.0735,-0.0167,13.566,0.037,29.2,1.905E+00,13.793,0.040,27.4,1.174E+00,11.836,null,-7.5,7.249E-01,5.796,null,-28.4,8.613E-01,1,0,0.000,0.000,0.000,0.000,197,99,151,102,hhDd,0,53nn,AAUU,0000,53,53,50,53,0,5,0,0,305544176,0.393,16.226,0.096,14.771,0.069,14.094,0.076,135.153670,297.245832
J202307.88+404849.7,305.7828673,40.8138136,20h23m07.89s,40d48m49.73s,0.0399,0.0387,0.0091,10.743,0.023,47.6,1.094E+01,10.705,0.022,49.2,5.773E+00,9.019,0.199,5.5,4.710E-01,4.042,0.211,5.2,7.005E-01,1,0,0.000,0.000,0.000,0.000,-70,32,150,32,dddd,1,9911,AABB,0000,54,54,54,54,20,25,20,25,305543991,0.478,13.198,0.022,11.841,0.018,11.337,0.014,135.226005,339.547472
J202301.05+404735.3,305.7543799,40.7931635,20h23m01.05s,40d47m35.39s,0.0894,0.0884,-0.0173,14.159,0.043,25.4,2.632E+00,14.685,0.066,16.5,1.493E+00,11.081,null,-3.3,6.920E-01,7.978,null,-35.6,9.108E+00,1,0,0.000,0.000,0.000,0.000,-159,162,-441,166,0hdD,1,41nn,AAUU,0000,52,52,31,52,0,8,0,4,305544198,0.407,15.105,0.040,14.301,0.046,13.994,0.073,135.449982,292.754238
J202310.31+404428.9,305.7929925,40.7413886,20h23m10.32s,40d44m29.00s,0.1222,0.1215,-0.0273,14.449,0.047,23.1,1.339E+00,17.237,null,-6.3,3.019E+00,10.553,null,-0.9,2.688E-01,6.843,0.393,2.8,2.231E+00,1,0,0.000,0.001,0.000,0.000,-326,251,-254,245,0Hh0,1,2nnn,AUUC,0000,53,53,4,53,0,19,6,21,null,null,null,null,null,null,null,null,135.470261,188.355734
J202323.44+404558.6,305.8476932,40.7662797,20h23m23.45s,40d45m58.61s,0.0419,0.0407,0.0060,12.508,0.023,47.4,5.667E+00,12.604,0.023,46.3,2.576E+00,11.369,null,-6.5,1.131E+00,7.783,null,-12.8,1.058E+00,1,0,0.000,0.000,0.000,0.000,-180,52,-131,52,hhDd,1,54nn,AAUU,0000,51,51,51,51,0,1,0,18,305544456,0.255,13.636,null,13.033,0.030,12.812,null,136.864684,108.925307
J202300.83+404552.2,305.7534758,40.7645265,20h23m00.83s,40d45m52.30s,0.0453,0.0447,0.0064,11.627,0.024,44.6,1.033E+01,11.661,0.025,42.8,3.421E+00,10.344,null,0.5,2.205E-01,4.203,0.082,13.2,5.517E+00,2,0,0.000,0.000,0.000,0.005,55,40,-95,40,0h0d,1,30n2,AAUA,0000,50,50,50,50,0,19,13,19,305544482,0.383,13.759,0.035,12.544,null,12.141,null,137.143947,248.302639
J202318.67+404838.1,305.8277924,40.8105983,20h23m18.67s,40d48m38.15s,0.0384,0.0362,0.0083,9.344,0.023,47.7,1.571E+00,9.362,0.021,52.3,1.819E+00,9.438,0.088,12.3,1.034E+00,4.646,0.127,8.6,7.218E+00,1,0,0.000,0.000,0.000,0.000,48,23,-27,29,P00d,1,n203,AAAB,0000,56,56,56,56,11,23,20,23,305544017,0.123,9.778,0.022,9.538,0.018,9.416,0.014,137.492008,33.135032
J202320.18+404826.7,305.8341064,40.8074168,20h23m20.19s,40d48m26.70s,0.0300,0.0296,0.0016,10.388,0.023,47.7,3.343E+00,10.397,0.021,51.9,1.840E+00,12.446,null,-47.3,9.766E+00,9.055,null,-130.9,1.049E+02,1,0,0.000,0.000,0.000,0.000,21,32,-18,31,0h00,1,11nn,AAUU,0000,55,55,55,55,0,0,0,0,305544048,0.241,10.938,0.020,10.660,0.018,10.535,0.014,138.859206,41.694577
J202322.66+404533.2,305.8444295,40.7592274,20h23m22.66s,40d45m33.22s,0.0498,0.0488,0.0050,12.699,0.028,39.0,1.997E+01,12.538,0.025,43.3,8.172E+00,9.909,null,1.8,2.708E-01,6.077,null,1.8,3.574E-01,2,0,0.000,0.000,0.000,0.000,113,99,-73,95,hhh0,1,99nn,AAUU,0000,52,52,52,52,1,21,2,21,null,null,null,null,null,null,null,null,139.317062,120.059113
J202324.37+404646.1,305.8515655,40.7794900,20h23m24.38s,40d46m46.16s,0.1003,0.0992,-0.0182,13.580,0.045,24.1,1.940E+00,13.613,0.059,18.5,1.273E+00,11.881,null,-3.3,6.954E-01,8.102,null,-10.0,2.364E+00,1,0,0.000,0.000,0.000,0.000,107,122,27,125,0hh0,0,41nn,AAUU,0000,52,52,52,52,0,20,0,19,305544326,0.239,16.237,0.106,14.668,0.069,13.869,0.067,140.032274,88.701629
J202306.07+404846.4,305.7753248,40.8128964,20h23m06.08s,40d48m46.43s,0.0524,0.0514,0.0066,12.684,0.027,40.6,1.211E+01,12.787,0.031,34.8,2.231E+00,12.472,null,-1.8,1.102E+00,5.623,null,1.7,1.911E+00,1,0,0.000,0.000,0.000,0.000,60,71,-56,73,hhDd,1,77nn,AAUU,0000,53,53,53,53,1,25,3,25,305543999,0.753,13.942,0.030,13.346,0.031,13.192,0.038,140.804931,331.213820
J202324.44+404620.1,305.8518406,40.7722598,20h23m24.44s,40d46m20.14s,0.1545,0.1595,-0.0433,15.800,0.061,17.7,3.277E+00,17.024,null,-11.5,1.585E+00,11.630,null,-6.8,1.106E+00,7.227,null,-6.0,1.034E+00,1,0,0.000,0.000,0.000,0.000,-494,461,-1635,486,0HDd,1,4nnn,AUUU,0000,21,53,0,53,0,4,0,17,null,null,null,null,null,null,null,null,142.604993,99.222567
J202303.96+404832.1,305.7665007,40.8089271,20h23m03.96s,40d48m32.14s,0.0459,0.0445,0.0057,12.188,0.025,43.3,1.642E+01,12.248,0.026,42.4,4.018E+00,11.546,null,-14.3,2.088E+00,6.640,null,-14.0,6.831E+00,1,0,0.000,0.000,0.000,0.000,98,45,-197,45,hhHd,1,88nn,AAUU,0000,55,55,54,54,0,0,0,0,305544033,0.957,14.745,0.040,13.417,0.037,12.940,0.033,142.634488,319.911875
J202316.63+404856.6,305.8193209,40.8157235,20h23m16.64s,40d48m56.60s,0.1927,0.1950,-0.0454,14.521,0.073,14.8,1.051E+00,15.527,0.202,5.4,1.297E+00,8.426,0.221,4.9,6.627E-01,3.469,0.286,3.8,6.766E-01,1,0,0.000,0.000,0.000,0.000,-74,181,-359,184,00dd,0,1n11,ABBB,0000,54,54,10,54,24,25,24,25,305543969,0.428,16.292,0.108,15.113,0.089,14.790,0.141,143.367597,21.295665
J202321.22+404503.3,305.8384235,40.7509321,20h23m21.22s,40d45m03.36s,0.0382,0.0374,-0.0018,9.783,0.024,45.5,2.036E+01,9.737,0.021,52.7,1.656E+01,8.921,0.040,27.2,3.273E+00,5.271,0.082,13.2,5.684E+00,2,0,0.000,0.000,0.000,0.000,-145,34,357,43,hdh0,1,7700,AAAA,0000,52,52,52,52,20,21,21,21,305544625,0.487,13.243,0.023,11.313,0.035,10.512,0.018,144.193550,133.718117
J202308.93+404422.4,305.7872401,40.7395580,20h23m08.94s,40d44m22.41s,0.1222,0.1190,-0.0258,14.238,0.049,22.4,5.368E+00,15.052,0.093,11.7,1.262E+00,10.250,null,0.1,1.579E-01,5.697,0.243,4.5,1.655E+00,1,0,0.000,0.000,0.000,0.000,460,164,87,165,00h0,1,3nn0,AAUB,0000,48,51,13,51,0,20,18,20,null,null,null,null,null,null,null,null,145.002473,194.121483
J202306.75+404431.0,305.7781597,40.7419481,20h23m06.76s,40d44m31.01s,0.0509,0.0496,0.0041,11.828,0.027,40.1,1.239E+00,11.866,0.028,39.2,1.258E+00,9.724,0.075,14.4,1.323E+00,4.781,0.128,8.5,2.274E+00,1,0,0.000,0.000,0.000,0.000,23,43,15,43,00d0,0,2110,AAAB,0000,50,50,50,50,18,19,19,19,305544710,0.185,14.020,0.023,12.644,0.021,12.117,0.020,145.066305,204.493748
J202312.59+404417.2,305.8024863,40.7381141,20h23m12.60s,40d44m17.21s,0.0454,0.0434,0.0077,12.210,0.025,44.2,1.915E+00,12.257,0.025,44.1,1.576E+00,10.612,null,-1.0,2.886E-01,7.105,null,-7.7,1.809E+00,1,0,0.000,0.000,0.000,0.000,-30,48,-46,47,0hh0,0,41nn,AAUU,0000,52,52,52,52,0,20,0,15,305544742,0.177,14.099,0.028,12.908,0.026,12.453,0.023,145.953293,177.561800
J202324.10+404733.8,305.8504253,40.7927334,20h23m24.10s,40d47m33.84s,0.0928,0.0954,-0.0157,14.196,0.039,27.9,5.346E+00,14.550,0.074,14.7,1.535E+00,10.414,null,1.0,3.664E-01,5.961,0.349,3.1,3.322E+00,2,0,0.000,0.000,0.000,0.002,156,142,227,146,0000,1,21n0,AAUB,0000,50,50,31,50,0,19,8,19,305544202,0.889,16.255,0.100,15.436,0.124,14.786,0.135,146.001173,69.618636
J202259.37+404712.2,305.7474116,40.7867333,20h22m59.38s,40d47m12.24s,0.0590,0.0582,-0.0042,12.773,0.029,37.4,1.811E+00,13.067,0.037,29.3,3.246E+00,10.843,null,-3.6,7.017E-01,7.738,null,-2.0,1.191E+01,1,0,0.000,0.000,0.000,0.001,44,67,-159,69,00dd,1,45nn,AAUU,0000,53,53,53,53,1,4,6,23,305544265,0.216,13.580,0.023,12.983,0.024,12.774,0.027,146.856642,281.489125
J202301.70+404514.8,305.7570990,40.7541310,20h23m01.70s,40d45m14.87s,0.0979,0.0978,-0.0184,13.559,0.042,25.6,1.622E+00,13.809,0.068,16.1,1.179E+00,12.066,null,-5.3,8.131E-01,5.930,0.187,5.8,4.040E+00,1,0,0.000,0.000,0.000,0.000,-97,153,-134,163,000d,1,32n1,AAUB,0000,50,50,49,50,0,11,12,19,305544602,0.290,14.223,0.030,13.622,0.029,13.381,0.041,146.932095,233.143623
J202322.69+404806.9,305.8445521,40.8019406,20h23m22.69s,40d48m06.99s,0.0415,0.0398,0.0033,12.069,0.023,46.2,2.726E+01,12.070,0.025,43.9,1.198E+01,11.718,null,-6.1,1.679E+00,7.815,null,-52.8,4.675E+01,1,0,0.000,0.000,0.000,0.000,109,44,282,44,ddd0,1,99nn,AAUU,0000,52,52,52,52,0,17,18,19,305544101,0.944,12.900,0.023,12.588,0.023,12.468,0.024,147.156226,55.199692
J202259.04+404633.9,305.7460303,40.7761009,20h22m59.05s,40d46m33.96s,0.0936,0.0960,-0.0291,13.895,0.048,22.6,2.042E+00,14.265,0.057,19.1,1.552E+00,10.221,0.098,11.1,1.519E+00,3.647,0.040,27.2,5.962E+01,3,0,0.000,0.000,0.000,0.001,-2300,103,45,106,0h0d,1,3213,AAAA,0000,51,52,41,52,18,22,22,22,305544362,0.436,15.314,0.045,14.334,0.044,14.002,0.071,147.978048,266.504149
J202314.05+404416.1,305.8085573,40.7378280,20h23m14.05s,40d44m16.18s,0.0423,0.0406,0.0054,12.676,0.023,47.6,3.422E+00,12.741,0.024,46.1,1.752E+00,11.465,null,-1.3,5.521E-01,7.248,null,-12.1,2.487E+00,1,0,0.000,0.000,0.000,0.000,62,53,91,54,0Dh0,1,5nnn,AAUU,0000,52,52,52,52,0,21,0,2,305544750,0.380,15.059,0.051,13.704,0.040,13.247,null,148.604824,171.186432
